12;1
33;2
17;3
23;4
22;5
39;6
30;7
15;8
37;9
16;10
4;11
3;12
5;13
38;14
34;15
32;16
24;17
6;18
25;19
27;20
20;21
19;22
26;23
1;24
40;25
35;26
28;27
18;28
11;29
29;30
21;31
31;32
9;33
14;34
36;35
7;36
2;37
13;38
10;39
8;40
